threshold,far,frr,tar
-0.02216485,0.67045075,0.00937395,0.99062605
-0.02213408,0.67011686,0.00937395,0.99062605
-0.02212888,0.66978297,0.00937395,0.99062605
-0.02211752,0.66944908,0.00937395,0.99062605
-0.02210746,0.66911519,0.00937395,0.99062605
-0.02210564,0.66878130,0.00937395,0.99062605
-0.02194946,0.66844741,0.00937395,0.99062605
-0.02194911,0.66811352,0.00937395,0.99062605
-0.02193222,0.66777963,0.00937395,0.99062605
-0.02190797,0.66744574,0.00937395,0.99062605
-0.02189155,0.66711185,0.00937395,0.99062605
-0.02187603,0.66677796,0.00937395,0.99062605
-0.02187182,0.66644407,0.00937395,0.99062605
-0.02179755,0.66611018,0.00937395,0.99062605
-0.02161909,0.66577629,0.00937395,0.99062605
-0.02160484,0.66544240,0.00937395,0.99062605
-0.02160376,0.66510851,0.00937395,0.99062605
-0.02145941,0.66477462,0.00937395,0.99062605
-0.02143428,0.66444073,0.00937395,0.99062605
-0.02137053,0.66410684,0.00937395,0.99062605
-0.02132008,0.66377295,0.00937395,0.99062605
-0.02128471,0.66343907,0.00937395,0.99062605
-0.02123348,0.66310518,0.00937395,0.99062605
-0.02119220,0.66277129,0.00937395,0.99062605
-0.02117669,0.66243740,0.00937395,0.99062605
-0.02109903,0.66210351,0.00937395,0.99062605
-0.02095573,0.66176962,0.00937395,0.99062605
-0.02093844,0.66143573,0.00937395,0.99062605
-0.02092524,0.66110184,0.00937395,0.99062605
-0.02090399,0.66110184,0.00970874,0.99029126
-0.02079399,0.66076795,0.00970874,0.99029126
-0.02078918,0.66043406,0.00970874,0.99029126
-0.02078709,0.66010017,0.00970874,0.99029126
-0.02069521,0.65976628,0.00970874,0.99029126
-0.02067572,0.65943239,0.00970874,0.99029126
-0.02056366,0.65909850,0.00970874,0.99029126
-0.02038216,0.65909850,0.01004352,0.98995648
-0.02037009,0.65876461,0.01004352,0.98995648
-0.02032537,0.65843072,0.01004352,0.98995648
-0.02024661,0.65809683,0.01004352,0.98995648
-0.02024181,0.65776294,0.01004352,0.98995648
-0.02021721,0.65776294,0.01037831,0.98962169
-0.02014598,0.65742905,0.01037831,0.98962169
-0.01987134,0.65709516,0.01037831,0.98962169
-0.01981681,0.65676127,0.01037831,0.98962169
-0.01981135,0.65642738,0.01037831,0.98962169
-0.01980880,0.65609349,0.01037831,0.98962169
-0.01979895,0.65575960,0.01037831,0.98962169
-0.01965962,0.65542571,0.01037831,0.98962169
-0.01963759,0.65509182,0.01037831,0.98962169
-0.01958569,0.65509182,0.01071309,0.98928691
-0.01953041,0.65475793,0.01071309,0.98928691
-0.01943031,0.65442404,0.01071309,0.98928691
-0.01938307,0.65409015,0.01071309,0.98928691
-0.01937683,0.65375626,0.01071309,0.98928691
-0.01936615,0.65342237,0.01071309,0.98928691
-0.01933192,0.65308848,0.01071309,0.98928691
-0.01931490,0.65275459,0.01071309,0.98928691
-0.01926227,0.65242070,0.01071309,0.98928691
-0.01891222,0.65208681,0.01071309,0.98928691
-0.01885377,0.65175292,0.01071309,0.98928691
-0.01883476,0.65141903,0.01071309,0.98928691
-0.01877861,0.65108514,0.01071309,0.98928691
-0.01868450,0.65075125,0.01071309,0.98928691
-0.01828316,0.65041736,0.01071309,0.98928691
-0.01824624,0.65008347,0.01071309,0.98928691
-0.01820980,0.65008347,0.01104787,0.98895213
-0.01815715,0.64974958,0.01104787,0.98895213
-0.01812938,0.64941569,0.01104787,0.98895213
-0.01812501,0.64908180,0.01104787,0.98895213
-0.01804947,0.64874791,0.01104787,0.98895213
-0.01793177,0.64841402,0.01104787,0.98895213
-0.01789841,0.64808013,0.01104787,0.98895213
-0.01784523,0.64774624,0.01104787,0.98895213
-0.01773573,0.64741235,0.01104787,0.98895213
-0.01763558,0.64707846,0.01104787,0.98895213
-0.01763077,0.64674457,0.01104787,0.98895213
-0.01756872,0.64641068,0.01104787,0.98895213
-0.01755715,0.64607679,0.01104787,0.98895213
-0.01753291,0.64574290,0.01104787,0.98895213
-0.01749222,0.64540902,0.01104787,0.98895213
-0.01743823,0.64507513,0.01104787,0.98895213
-0.01743464,0.64474124,0.01104787,0.98895213
-0.01740876,0.64440735,0.01104787,0.98895213
-0.01739216,0.64407346,0.01104787,0.98895213
-0.01733170,0.64373957,0.01104787,0.98895213
-0.01720457,0.64340568,0.01104787,0.98895213
-0.01709128,0.64307179,0.01104787,0.98895213
-0.01704856,0.64273790,0.01104787,0.98895213
-0.01685474,0.64240401,0.01104787,0.98895213
-0.01681599,0.64207012,0.01104787,0.98895213
-0.01679216,0.64173623,0.01104787,0.98895213
-0.01672957,0.64140234,0.01104787,0.98895213
-0.01666910,0.64106845,0.01104787,0.98895213
-0.01663927,0.64073456,0.01104787,0.98895213
-0.01658868,0.64040067,0.01104787,0.98895213
-0.01654412,0.64006678,0.01104787,0.98895213
-0.01649804,0.63973289,0.01104787,0.98895213
-0.01648552,0.63939900,0.01104787,0.98895213
-0.01648481,0.63906511,0.01104787,0.98895213
-0.01643821,0.63873122,0.01104787,0.98895213
-0.01631334,0.63839733,0.01104787,0.98895213
-0.01631271,0.63806344,0.01104787,0.98895213
-0.01630986,0.63772955,0.01104787,0.98895213
-0.01625690,0.63739566,0.01104787,0.98895213
-0.01623380,0.63706177,0.01104787,0.98895213
-0.01618604,0.63672788,0.01104787,0.98895213
-0.01616336,0.63639399,0.01104787,0.98895213
-0.01613656,0.63606010,0.01104787,0.98895213
-0.01612724,0.63572621,0.01104787,0.98895213
-0.01608693,0.63539232,0.01104787,0.98895213
-0.01592116,0.63505843,0.01104787,0.98895213
-0.01585417,0.63472454,0.01104787,0.98895213
-0.01574724,0.63439065,0.01104787,0.98895213
-0.01569494,0.63405676,0.01104787,0.98895213
-0.01564450,0.63372287,0.01104787,0.98895213
-0.01555324,0.63338898,0.01104787,0.98895213
-0.01546436,0.63305509,0.01104787,0.98895213
-0.01545348,0.63272120,0.01104787,0.98895213
-0.01540504,0.63238731,0.01104787,0.98895213
-0.01535598,0.63205342,0.01104787,0.98895213
-0.01526815,0.63171953,0.01104787,0.98895213
-0.01516430,0.63138564,0.01104787,0.98895213
-0.01516392,0.63105175,0.01104787,0.98895213
-0.01506978,0.63071786,0.01104787,0.98895213
-0.01499610,0.63038397,0.01104787,0.98895213
-0.01492016,0.63005008,0.01104787,0.98895213
-0.01481135,0.62971619,0.01104787,0.98895213
-0.01479818,0.62938230,0.01104787,0.98895213
-0.01476829,0.62904841,0.01104787,0.98895213
-0.01471819,0.62871452,0.01104787,0.98895213
-0.01470835,0.62838063,0.01104787,0.98895213
-0.01463915,0.62804674,0.01104787,0.98895213
-0.01451095,0.62771285,0.01104787,0.98895213
-0.01449563,0.62737896,0.01104787,0.98895213
-0.01449562,0.62704508,0.01104787,0.98895213
-0.01442937,0.62671119,0.01104787,0.98895213
-0.01419896,0.62637730,0.01104787,0.98895213
-0.01413486,0.62637730,0.01138266,0.98861734
-0.01412916,0.62604341,0.01138266,0.98861734
-0.01407749,0.62570952,0.01138266,0.98861734
-0.01407526,0.62537563,0.01138266,0.98861734
-0.01400085,0.62504174,0.01138266,0.98861734
-0.01398933,0.62470785,0.01138266,0.98861734
-0.01390700,0.62470785,0.01171744,0.98828256
-0.01385413,0.62437396,0.01171744,0.98828256
-0.01385203,0.62404007,0.01171744,0.98828256
-0.01384638,0.62370618,0.01171744,0.98828256
-0.01377415,0.62337229,0.01171744,0.98828256
-0.01374014,0.62303840,0.01171744,0.98828256
-0.01372267,0.62270451,0.01171744,0.98828256
-0.01367795,0.62237062,0.01171744,0.98828256
-0.01361622,0.62203673,0.01171744,0.98828256
-0.01354610,0.62203673,0.01205223,0.98794777
-0.01348695,0.62170284,0.01205223,0.98794777
-0.01338246,0.62136895,0.01205223,0.98794777
-0.01335516,0.62103506,0.01205223,0.98794777
-0.01327641,0.62070117,0.01205223,0.98794777
-0.01323972,0.62036728,0.01205223,0.98794777
-0.01317307,0.62003339,0.01205223,0.98794777
-0.01317097,0.61969950,0.01205223,0.98794777
-0.01312567,0.61936561,0.01205223,0.98794777
-0.01306705,0.61903172,0.01205223,0.98794777
-0.01303712,0.61869783,0.01205223,0.98794777
-0.01303480,0.61836394,0.01205223,0.98794777
-0.01300760,0.61803005,0.01205223,0.98794777
-0.01290990,0.61769616,0.01205223,0.98794777
-0.01282994,0.61736227,0.01205223,0.98794777
-0.01280895,0.61702838,0.01205223,0.98794777
-0.01272885,0.61669449,0.01205223,0.98794777
-0.01270190,0.61636060,0.01205223,0.98794777
-0.01266352,0.61602671,0.01205223,0.98794777
-0.01254968,0.61569282,0.01205223,0.98794777
-0.01248943,0.61535893,0.01205223,0.98794777
-0.01238454,0.61502504,0.01205223,0.98794777
-0.01234870,0.61502504,0.01238701,0.98761299
-0.01225017,0.61469115,0.01238701,0.98761299
-0.01217801,0.61469115,0.01272179,0.98727821
-0.01213342,0.61435726,0.01272179,0.98727821
-0.01208232,0.61402337,0.01272179,0.98727821
-0.01195399,0.61368948,0.01272179,0.98727821
-0.01186352,0.61335559,0.01272179,0.98727821
-0.01180951,0.61302170,0.01272179,0.98727821
-0.01170600,0.61268781,0.01272179,0.98727821
-0.01164880,0.61235392,0.01272179,0.98727821
-0.01159627,0.61202003,0.01272179,0.98727821
-0.01158203,0.61168614,0.01272179,0.98727821
-0.01141499,0.61135225,0.01272179,0.98727821
-0.01137786,0.61101836,0.01272179,0.98727821
-0.01110949,0.61068447,0.01272179,0.98727821
-0.01102411,0.61035058,0.01272179,0.98727821
-0.01101351,0.61001669,0.01272179,0.98727821
-0.01099755,0.60968280,0.01272179,0.98727821
-0.01097514,0.60934891,0.01272179,0.98727821
-0.01095000,0.60901503,0.01272179,0.98727821
-0.01088857,0.60868114,0.01272179,0.98727821
-0.01088646,0.60834725,0.01272179,0.98727821
-0.01088404,0.60801336,0.01272179,0.98727821
-0.01082170,0.60767947,0.01272179,0.98727821
-0.01081498,0.60734558,0.01272179,0.98727821
-0.01075570,0.60701169,0.01272179,0.98727821
-0.01074771,0.60667780,0.01272179,0.98727821
-0.01074687,0.60634391,0.01272179,0.98727821
-0.01072969,0.60601002,0.01272179,0.98727821
-0.01065734,0.60567613,0.01272179,0.98727821
-0.01052122,0.60534224,0.01272179,0.98727821
-0.01043908,0.60500835,0.01272179,0.98727821
-0.01036901,0.60467446,0.01272179,0.98727821
-0.01036706,0.60434057,0.01272179,0.98727821
-0.01035768,0.60400668,0.01272179,0.98727821
-0.01035556,0.60367279,0.01272179,0.98727821
-0.01033359,0.60333890,0.01272179,0.98727821
-0.01032398,0.60300501,0.01272179,0.98727821
-0.01029624,0.60267112,0.01272179,0.98727821
-0.01023922,0.60233723,0.01272179,0.98727821
-0.01021493,0.60200334,0.01272179,0.98727821
-0.01020703,0.60166945,0.01272179,0.98727821
-0.01019217,0.60133556,0.01272179,0.98727821
-0.01018968,0.60100167,0.01272179,0.98727821
-0.00996384,0.60066778,0.01272179,0.98727821
-0.00995861,0.60033389,0.01272179,0.98727821
-0.00989342,0.60000000,0.01272179,0.98727821
-0.00982177,0.59966611,0.01272179,0.98727821
-0.00959273,0.59933222,0.01272179,0.98727821
-0.00956740,0.59899833,0.01272179,0.98727821
-0.00956187,0.59866444,0.01272179,0.98727821
-0.00946118,0.59833055,0.01272179,0.98727821
-0.00945461,0.59799666,0.01272179,0.98727821
-0.00937261,0.59766277,0.01272179,0.98727821
-0.00930035,0.59732888,0.01272179,0.98727821
-0.00927026,0.59699499,0.01272179,0.98727821
-0.00926022,0.59666110,0.01272179,0.98727821
-0.00924936,0.59632721,0.01272179,0.98727821
-0.00919267,0.59599332,0.01272179,0.98727821
-0.00918946,0.59565943,0.01272179,0.98727821
-0.00912015,0.59532554,0.01272179,0.98727821
-0.00900126,0.59499165,0.01272179,0.98727821
-0.00898527,0.59465776,0.01272179,0.98727821
-0.00891090,0.59432387,0.01272179,0.98727821
-0.00885260,0.59398998,0.01272179,0.98727821
-0.00881937,0.59365609,0.01272179,0.98727821
-0.00875213,0.59332220,0.01272179,0.98727821
-0.00875162,0.59298831,0.01272179,0.98727821
-0.00872997,0.59265442,0.01272179,0.98727821
-0.00869477,0.59232053,0.01272179,0.98727821
-0.00869376,0.59198664,0.01272179,0.98727821
-0.00869331,0.59165275,0.01272179,0.98727821
-0.00863747,0.59131886,0.01272179,0.98727821
-0.00853244,0.59098497,0.01272179,0.98727821
-0.00852256,0.59065109,0.01272179,0.98727821
-0.00849217,0.59031720,0.01272179,0.98727821
-0.00847189,0.58998331,0.01272179,0.98727821
-0.00842575,0.58964942,0.01272179,0.98727821
-0.00842303,0.58931553,0.01272179,0.98727821
-0.00841887,0.58898164,0.01272179,0.98727821
-0.00840379,0.58864775,0.01272179,0.98727821
-0.00832934,0.58831386,0.01272179,0.98727821
-0.00829628,0.58797997,0.01272179,0.98727821
-0.00828909,0.58764608,0.01272179,0.98727821
-0.00828132,0.58731219,0.01272179,0.98727821
-0.00804714,0.58697830,0.01272179,0.98727821
-0.00802148,0.58664441,0.01272179,0.98727821
-0.00801890,0.58631052,0.01272179,0.98727821
-0.00800558,0.58597663,0.01272179,0.98727821
-0.00800023,0.58564274,0.01272179,0.98727821
-0.00798452,0.58530885,0.01272179,0.98727821
-0.00790214,0.58497496,0.01272179,0.98727821
-0.00789663,0.58464107,0.01272179,0.98727821
-0.00788910,0.58430718,0.01272179,0.98727821
-0.00786605,0.58397329,0.01272179,0.98727821
-0.00782655,0.58363940,0.01272179,0.98727821
-0.00778857,0.58330551,0.01272179,0.98727821
-0.00778323,0.58297162,0.01272179,0.98727821
-0.00777736,0.58263773,0.01272179,0.98727821
-0.00772495,0.58230384,0.01272179,0.98727821
-0.00771812,0.58196995,0.01272179,0.98727821
-0.00770778,0.58163606,0.01272179,0.98727821
-0.00769913,0.58130217,0.01272179,0.98727821
-0.00764271,0.58096828,0.01272179,0.98727821
-0.00763199,0.58063439,0.01272179,0.98727821
-0.00759011,0.58030050,0.01272179,0.98727821
-0.00757248,0.57996661,0.01272179,0.98727821
-0.00753560,0.57963272,0.01272179,0.98727821
-0.00739653,0.57929883,0.01272179,0.98727821
-0.00739469,0.57896494,0.01272179,0.98727821
-0.00734309,0.57863105,0.01272179,0.98727821
-0.00732778,0.57829716,0.01272179,0.98727821
-0.00730858,0.57796327,0.01272179,0.98727821
-0.00729536,0.57762938,0.01272179,0.98727821
-0.00729212,0.57729549,0.01272179,0.98727821
-0.00720800,0.57696160,0.01272179,0.98727821
-0.00714870,0.57662771,0.01272179,0.98727821
-0.00706374,0.57629382,0.01272179,0.98727821
-0.00706026,0.57595993,0.01272179,0.98727821
-0.00704513,0.57562604,0.01272179,0.98727821
-0.00699961,0.57529215,0.01272179,0.98727821
-0.00698031,0.57495826,0.01272179,0.98727821
-0.00695921,0.57462437,0.01272179,0.98727821
-0.00693188,0.57429048,0.01272179,0.98727821
-0.00687567,0.57395659,0.01272179,0.98727821
-0.00681978,0.57362270,0.01272179,0.98727821
-0.00668769,0.57328881,0.01272179,0.98727821
-0.00657561,0.57295492,0.01272179,0.98727821
-0.00653832,0.57262104,0.01272179,0.98727821
-0.00638210,0.57228715,0.01272179,0.98727821
-0.00630892,0.57228715,0.01305658,0.98694342
-0.00616175,0.57195326,0.01305658,0.98694342
-0.00614186,0.57161937,0.01305658,0.98694342
-0.00611751,0.57128548,0.01305658,0.98694342
-0.00609949,0.57095159,0.01305658,0.98694342
-0.00606715,0.57061770,0.01305658,0.98694342
-0.00605312,0.57028381,0.01305658,0.98694342
-0.00598939,0.56994992,0.01305658,0.98694342
-0.00596918,0.56961603,0.01305658,0.98694342
-0.00589512,0.56928214,0.01305658,0.98694342
-0.00588805,0.56894825,0.01305658,0.98694342
-0.00587436,0.56861436,0.01305658,0.98694342
-0.00582943,0.56828047,0.01305658,0.98694342
-0.00581023,0.56794658,0.01305658,0.98694342
-0.00580573,0.56761269,0.01305658,0.98694342
-0.00578602,0.56727880,0.01305658,0.98694342
-0.00577557,0.56694491,0.01305658,0.98694342
-0.00576952,0.56694491,0.01339136,0.98660864
-0.00574848,0.56661102,0.01339136,0.98660864
-0.00563324,0.56627713,0.01339136,0.98660864
-0.00560097,0.56594324,0.01339136,0.98660864
-0.00558705,0.56560935,0.01339136,0.98660864
-0.00548668,0.56527546,0.01339136,0.98660864
-0.00538607,0.56527546,0.01372615,0.98627385
-0.00536294,0.56527546,0.01406093,0.98593907
-0.00525134,0.56494157,0.01406093,0.98593907
-0.00517011,0.56460768,0.01406093,0.98593907
-0.00511095,0.56427379,0.01406093,0.98593907
-0.00510375,0.56393990,0.01406093,0.98593907
-0.00505551,0.56360601,0.01406093,0.98593907
-0.00505396,0.56327212,0.01406093,0.98593907
-0.00505015,0.56293823,0.01406093,0.98593907
-0.00504152,0.56260434,0.01406093,0.98593907
-0.00498509,0.56227045,0.01406093,0.98593907
-0.00495815,0.56193656,0.01406093,0.98593907
-0.00493503,0.56160267,0.01406093,0.98593907
-0.00492650,0.56160267,0.01439571,0.98560429
-0.00472236,0.56126878,0.01439571,0.98560429
-0.00467951,0.56093489,0.01439571,0.98560429
-0.00466694,0.56093489,0.01473050,0.98526950
-0.00458866,0.56060100,0.01473050,0.98526950
-0.00458384,0.56026711,0.01473050,0.98526950
-0.00453130,0.55993322,0.01473050,0.98526950
-0.00451732,0.55959933,0.01473050,0.98526950
-0.00438798,0.55926544,0.01473050,0.98526950
-0.00430694,0.55893155,0.01473050,0.98526950
-0.00429231,0.55859766,0.01473050,0.98526950
-0.00424044,0.55826377,0.01473050,0.98526950
-0.00423477,0.55792988,0.01473050,0.98526950
-0.00419206,0.55759599,0.01473050,0.98526950
-0.00414550,0.55726210,0.01473050,0.98526950
-0.00407958,0.55692821,0.01473050,0.98526950
-0.00407552,0.55659432,0.01473050,0.98526950
-0.00407038,0.55626043,0.01473050,0.98526950
-0.00390199,0.55592654,0.01473050,0.98526950
-0.00387229,0.55559265,0.01473050,0.98526950
-0.00369718,0.55525876,0.01473050,0.98526950
-0.00359527,0.55492487,0.01473050,0.98526950
-0.00356647,0.55459098,0.01473050,0.98526950
-0.00354720,0.55425710,0.01473050,0.98526950
-0.00352070,0.55392321,0.01473050,0.98526950
-0.00351896,0.55358932,0.01473050,0.98526950
-0.00346991,0.55325543,0.01473050,0.98526950
-0.00346811,0.55292154,0.01473050,0.98526950
-0.00342726,0.55258765,0.01473050,0.98526950
-0.00342539,0.55225376,0.01473050,0.98526950
-0.00338763,0.55191987,0.01473050,0.98526950
-0.00337838,0.55158598,0.01473050,0.98526950
-0.00326467,0.55125209,0.01473050,0.98526950
-0.00324922,0.55091820,0.01473050,0.98526950
-0.00321117,0.55058431,0.01473050,0.98526950
-0.00317596,0.55025042,0.01473050,0.98526950
-0.00311104,0.55025042,0.01506528,0.98493472
-0.00306758,0.54991653,0.01506528,0.98493472
-0.00294925,0.54991653,0.01540007,0.98459993
-0.00294116,0.54958264,0.01540007,0.98459993
-0.00288156,0.54924875,0.01540007,0.98459993
-0.00285157,0.54891486,0.01540007,0.98459993
-0.00271173,0.54858097,0.01540007,0.98459993
-0.00265921,0.54824708,0.01540007,0.98459993
-0.00264164,0.54791319,0.01540007,0.98459993
-0.00261297,0.54757930,0.01540007,0.98459993
-0.00254638,0.54724541,0.01540007,0.98459993
-0.00246407,0.54691152,0.01540007,0.98459993
-0.00238163,0.54657763,0.01540007,0.98459993
-0.00233270,0.54624374,0.01540007,0.98459993
-0.00229865,0.54590985,0.01540007,0.98459993
-0.00221623,0.54557596,0.01540007,0.98459993
-0.00218660,0.54524207,0.01540007,0.98459993
-0.00218011,0.54490818,0.01540007,0.98459993
-0.00213006,0.54457429,0.01540007,0.98459993
-0.00211566,0.54424040,0.01540007,0.98459993
-0.00209149,0.54390651,0.01540007,0.98459993
-0.00206742,0.54357262,0.01540007,0.98459993
-0.00206093,0.54323873,0.01540007,0.98459993
-0.00197634,0.54290484,0.01540007,0.98459993
-0.00196537,0.54257095,0.01540007,0.98459993
-0.00188647,0.54223706,0.01540007,0.98459993
-0.00187015,0.54190317,0.01540007,0.98459993
-0.00185530,0.54156928,0.01540007,0.98459993
-0.00184803,0.54123539,0.01540007,0.98459993
-0.00183007,0.54090150,0.01540007,0.98459993
-0.00179889,0.54056761,0.01540007,0.98459993
-0.00173273,0.54023372,0.01540007,0.98459993
-0.00170214,0.53989983,0.01540007,0.98459993
-0.00169797,0.53956594,0.01540007,0.98459993
-0.00169051,0.53956594,0.01573485,0.98426515
-0.00168858,0.53923205,0.01573485,0.98426515
-0.00168670,0.53889816,0.01573485,0.98426515
-0.00168196,0.53856427,0.01573485,0.98426515
-0.00163594,0.53823038,0.01573485,0.98426515
-0.00157656,0.53789649,0.01573485,0.98426515
-0.00153725,0.53756260,0.01573485,0.98426515
-0.00150861,0.53722871,0.01573485,0.98426515
-0.00147141,0.53689482,0.01573485,0.98426515
-0.00144780,0.53656093,0.01573485,0.98426515
-0.00139730,0.53622705,0.01573485,0.98426515
-0.00138744,0.53589316,0.01573485,0.98426515
-0.00131212,0.53555927,0.01573485,0.98426515
-0.00130775,0.53522538,0.01573485,0.98426515
-0.00124807,0.53489149,0.01573485,0.98426515
-0.00124210,0.53455760,0.01573485,0.98426515
-0.00113588,0.53422371,0.01573485,0.98426515
-0.00111923,0.53388982,0.01573485,0.98426515
-0.00109869,0.53355593,0.01573485,0.98426515
-0.00107921,0.53322204,0.01573485,0.98426515
-0.00106867,0.53288815,0.01573485,0.98426515
-0.00100729,0.53255426,0.01573485,0.98426515
-0.00100580,0.53222037,0.01573485,0.98426515
-0.00099350,0.53188648,0.01573485,0.98426515
-0.00093421,0.53155259,0.01573485,0.98426515
-0.00087120,0.53121870,0.01573485,0.98426515
-0.00087091,0.53088481,0.01573485,0.98426515
-0.00083985,0.53055092,0.01573485,0.98426515
-0.00083225,0.53021703,0.01573485,0.98426515
-0.00077545,0.52988314,0.01573485,0.98426515
-0.00069216,0.52954925,0.01573485,0.98426515
-0.00065212,0.52921536,0.01573485,0.98426515
-0.00064259,0.52888147,0.01573485,0.98426515
-0.00063279,0.52854758,0.01573485,0.98426515
-0.00052507,0.52821369,0.01573485,0.98426515
-0.00049400,0.52787980,0.01573485,0.98426515
-0.00049218,0.52754591,0.01573485,0.98426515
-0.00048655,0.52721202,0.01573485,0.98426515
-0.00028681,0.52687813,0.01573485,0.98426515
-0.00025261,0.52654424,0.01573485,0.98426515
-0.00022151,0.52621035,0.01573485,0.98426515
-0.00013517,0.52587646,0.01573485,0.98426515
0.00001938,0.52554257,0.01573485,0.98426515
0.00003465,0.52520868,0.01573485,0.98426515
0.00016695,0.52487479,0.01573485,0.98426515
0.00020345,0.52454090,0.01573485,0.98426515
0.00020987,0.52420701,0.01573485,0.98426515
0.00022863,0.52387312,0.01573485,0.98426515
0.00025750,0.52353923,0.01573485,0.98426515
0.00028055,0.52320534,0.01573485,0.98426515
0.00028308,0.52287145,0.01573485,0.98426515
0.00031817,0.52253756,0.01573485,0.98426515
0.00034469,0.52220367,0.01573485,0.98426515
0.00035696,0.52186978,0.01573485,0.98426515
0.00042292,0.52153589,0.01573485,0.98426515
0.00044557,0.52153589,0.01606964,0.98393036
0.00045565,0.52120200,0.01606964,0.98393036
0.00050481,0.52086811,0.01606964,0.98393036
0.00051358,0.52053422,0.01606964,0.98393036
0.00056541,0.52020033,0.01606964,0.98393036
0.00060805,0.51986644,0.01606964,0.98393036
0.00067746,0.51953255,0.01606964,0.98393036
0.00073325,0.51919866,0.01606964,0.98393036
0.00076170,0.51886477,0.01606964,0.98393036
0.00084210,0.51853088,0.01606964,0.98393036
0.00086328,0.51819699,0.01606964,0.98393036
0.00101364,0.51786311,0.01606964,0.98393036
0.00122649,0.51752922,0.01606964,0.98393036
0.00128309,0.51719533,0.01606964,0.98393036
0.00129966,0.51686144,0.01606964,0.98393036
0.00135907,0.51652755,0.01606964,0.98393036
0.00139853,0.51619366,0.01606964,0.98393036
0.00139968,0.51585977,0.01606964,0.98393036
0.00140005,0.51552588,0.01606964,0.98393036
0.00144835,0.51519199,0.01606964,0.98393036
0.00149320,0.51485810,0.01606964,0.98393036
0.00151123,0.51452421,0.01606964,0.98393036
0.00160101,0.51419032,0.01606964,0.98393036
0.00161998,0.51385643,0.01606964,0.98393036
0.00164906,0.51352254,0.01606964,0.98393036
0.00165179,0.51318865,0.01606964,0.98393036
0.00167184,0.51285476,0.01606964,0.98393036
0.00177843,0.51252087,0.01606964,0.98393036
0.00182992,0.51252087,0.01640442,0.98359558
0.00188436,0.51218698,0.01640442,0.98359558
0.00190773,0.51185309,0.01640442,0.98359558
0.00191070,0.51151920,0.01640442,0.98359558
0.00196430,0.51118531,0.01640442,0.98359558
0.00199502,0.51085142,0.01640442,0.98359558
0.00200520,0.51051753,0.01640442,0.98359558
0.00202993,0.51018364,0.01640442,0.98359558
0.00207064,0.50984975,0.01640442,0.98359558
0.00210425,0.50951586,0.01640442,0.98359558
0.00211487,0.50918197,0.01640442,0.98359558
0.00212406,0.50884808,0.01640442,0.98359558
0.00213446,0.50851419,0.01640442,0.98359558
0.00225922,0.50818030,0.01640442,0.98359558
0.00227165,0.50784641,0.01640442,0.98359558
0.00234274,0.50751252,0.01640442,0.98359558
0.00243280,0.50717863,0.01640442,0.98359558
0.00243397,0.50684474,0.01640442,0.98359558
0.00248388,0.50651085,0.01640442,0.98359558
0.00249862,0.50617696,0.01640442,0.98359558
0.00253012,0.50584307,0.01640442,0.98359558
0.00256498,0.50550918,0.01640442,0.98359558
0.00256562,0.50517529,0.01640442,0.98359558
0.00263132,0.50517529,0.01673920,0.98326080
0.00263451,0.50484140,0.01673920,0.98326080
0.00266185,0.50484140,0.01707399,0.98292601
0.00268318,0.50450751,0.01707399,0.98292601
0.00268551,0.50417362,0.01707399,0.98292601
0.00273125,0.50383973,0.01707399,0.98292601
0.00274558,0.50350584,0.01707399,0.98292601
0.00275661,0.50317195,0.01707399,0.98292601
0.00281574,0.50283806,0.01707399,0.98292601
0.00288015,0.50250417,0.01707399,0.98292601
0.00288933,0.50217028,0.01707399,0.98292601
0.00292704,0.50183639,0.01707399,0.98292601
0.00309667,0.50183639,0.01740877,0.98259123
0.00312340,0.50150250,0.01740877,0.98259123
0.00314311,0.50116861,0.01740877,0.98259123
0.00315037,0.50083472,0.01740877,0.98259123
0.00316117,0.50050083,0.01740877,0.98259123
0.00320090,0.50016694,0.01740877,0.98259123
0.00323057,0.49983306,0.01740877,0.98259123
0.00328023,0.49949917,0.01740877,0.98259123
0.00332784,0.49916528,0.01740877,0.98259123
0.00334995,0.49916528,0.01774356,0.98225644
0.00335718,0.49883139,0.01774356,0.98225644
0.00341231,0.49849750,0.01774356,0.98225644
0.00341297,0.49816361,0.01774356,0.98225644
0.00347513,0.49782972,0.01774356,0.98225644
0.00351372,0.49749583,0.01774356,0.98225644
0.00364050,0.49716194,0.01774356,0.98225644
0.00365974,0.49682805,0.01774356,0.98225644
0.00377974,0.49649416,0.01774356,0.98225644
0.00380382,0.49616027,0.01774356,0.98225644
0.00380836,0.49582638,0.01774356,0.98225644
0.00381442,0.49549249,0.01774356,0.98225644
0.00388507,0.49515860,0.01774356,0.98225644
0.00391746,0.49482471,0.01774356,0.98225644
0.00393650,0.49449082,0.01774356,0.98225644
0.00399151,0.49415693,0.01774356,0.98225644
0.00400232,0.49382304,0.01774356,0.98225644
0.00400883,0.49348915,0.01774356,0.98225644
0.00407124,0.49315526,0.01774356,0.98225644
0.00408767,0.49282137,0.01774356,0.98225644
0.00418065,0.49248748,0.01774356,0.98225644
0.00419277,0.49215359,0.01774356,0.98225644
0.00420057,0.49181970,0.01774356,0.98225644
0.00434644,0.49148581,0.01774356,0.98225644
0.00436731,0.49115192,0.01774356,0.98225644
